day_of_week,month,max_temp_c,is_holiday,is_business_day,restaurant_id,cuisine_type,restaurant_segment,first_course,second_course,dessert
6,12,9.0,0,0,6,Mediterranean,Traditional,Falafel,Pollo al horno,Macedonia
6,12,9.0,0,0,7,Spanish,Family,Lentejas estofadas,Carrilleras al vino,Flan
6,12,9.0,0,0,8,Mediterranean,Family,Crema de calabacín,Salmón plancha,Sorbete
6,12,9.0,0,0,9,Italian,Traditional,Tortellini nata,Escalope Milanese,Panna Cotta
6,12,9.0,0,0,10,Mediterranean,Gourmet,Berenjena rellena,Lubina,Fruta
6,12,9.0,0,0,11,Italian,Traditional,Minestrone,Pizza Margarita,Panna Cotta
6,12,9.0,0,0,12,Mediterranean,Traditional,Crema de calabacín,Brochetas de pavo,Sorbete
6,12,9.0,0,0,13,Grill,Gourmet,Sopa de cebolla,Hamburguesa Gourmet,Batido
6,12,9.0,0,0,14,Spanish,Traditional,Lentejas estofadas,Filete de ternera,Fruta
6,12,9.0,0,0,15,Spanish,Business,Potaje de garbanzos,Merluza a la romana,Arroz con leche
6,12,9.0,0,0,16,Grill,Traditional,Sopa de cebolla,Secreto Ibérico,Brownie
6,12,9.0,0,0,17,Mediterranean,Traditional,Falafel,Lubina,Sorbete
6,12,9.0,0,0,18,Mediterranean,Business,Berenjena rellena,Salmón plancha,Macedonia
6,12,9.0,0,0,19,Grill,Business,Nachos con queso,Secreto Ibérico,Tarta de manzana
6,12,9.0,0,0,20,Italian,Business,Minestrone,Pizza Margarita,Tiramisú
0,12,6.3,0,1,1,Grill,Gourmet,Champiñones,Hamburguesa Gourmet,Tarta de manzana
0,12,6.3,0,1,2,Spanish,Traditional,Lentejas estofadas,Merluza a la romana,Natillas
0,12,6.3,0,1,3,Italian,Business,Sopa de tomate,Lasagna,Tiramisú
0,12,6.3,0,1,4,Italian,Business,Ravioli boloñesa,Risotto de setas,Gelato
0,12,6.3,0,1,5,Italian,Gourmet,Tortellini nata,Pizza Margarita,Profiteroles
0,12,6.3,0,1,6,Mediterranean,Traditional,Berenjena rellena,Pollo al horno,Macedonia
0,12,6.3,0,1,7,Spanish,Family,Potaje de garbanzos,Carrilleras al vino,Fruta
0,12,6.3,0,1,8,Mediterranean,Family,Berenjena rellena,Salmón plancha,Macedonia
0,12,6.3,0,1,9,Italian,Traditional,Tortellini nata,Lasagna,Panna Cotta
0,12,6.3,0,1,10,Mediterranean,Gourmet,Falafel,Pollo al horno,Fruta
0,12,6.3,0,1,11,Italian,Traditional,Tortellini nata,Pizza Margarita,Panna Cotta
0,12,6.3,0,1,12,Mediterranean,Traditional,Falafel,Lubina,Sorbete
0,12,6.3,0,1,13,Grill,Gourmet,Sopa de cebolla,Costillas BBQ,Cheesecake
0,12,6.3,0,1,14,Spanish,Traditional,Potaje de garbanzos,Merluza a la romana,Arroz con leche
0,12,6.3,0,1,15,Spanish,Business,Lentejas estofadas,Merluza a la romana,Natillas
0,12,6.3,0,1,16,Grill,Traditional,Sopa de cebolla,Secreto Ibérico,Brownie
0,12,6.3,0,1,17,Mediterranean,Traditional,Falafel,Lubina,Fruta
0,12,6.3,0,1,18,Mediterranean,Business,Berenjena rellena,Salmón plancha,Macedonia
0,12,6.3,0,1,19,Grill,Business,Nachos con queso,Secreto Ibérico,Brownie
0,12,6.3,0,1,20,Italian,Business,Sopa de tomate,Pizza Margarita,Gelato
1,12,12.3,0,1,1,Grill,Gourmet,Champiñones,Costillas BBQ,Brownie
1,12,12.3,0,1,2,Spanish,Traditional,Potaje de garbanzos,Merluza a la romana,Fruta
1,12,12.3,0,1,3,Italian,Business,Tortellini nata,Lasagna,Tiramisú
1,12,12.3,0,1,4,Italian,Business,Ravioli boloñesa,Risotto de setas,Panna Cotta
1,12,12.3,0,1,5,Italian,Gourmet,Tortellini nata,Lasagna,Profiteroles
1,12,12.3,0,1,6,Mediterranean,Traditional,Berenjena rellena,Pollo al horno,Fruta
1,12,12.3,0,1,7,Spanish,Family,Lentejas estofadas,Carrilleras al vino,Flan
1,12,12.3,0,1,8,Mediterranean,Family,Sopa de marisco,Salmón plancha,Yogur con miel
1,12,12.3,0,1,9,Italian,Traditional,Tortellini nata,Escalope Milanese,Panna Cotta
1,12,12.3,0,1,10,Mediterranean,Gourmet,Crema de calabacín,Pollo al horno,Fruta
1,12,12.3,0,1,11,Italian,Traditional,Tortellini nata,Pizza Margarita,Tiramisú
1,12,12.3,0,1,12,Mediterranean,Traditional,Falafel,Brochetas de pavo,Sorbete
1,12,12.3,0,1,13,Grill,Gourmet,Champiñones,Hamburguesa Gourmet,Batido
1,12,12.3,0,1,14,Spanish,Traditional,Sopa castellana,Filete de ternera,Natillas
1,12,12.3,0,1,15,Spanish,Business,Lentejas estofadas,Merluza a la romana,Fruta
1,12,12.3,0,1,16,Grill,Traditional,Sopa de cebolla,Secreto Ibérico,Brownie
1,12,12.3,0,1,17,Mediterranean,Traditional,Crema de calabacín,Brochetas de pavo,Yogur con miel
1,12,12.3,0,1,18,Mediterranean,Business,Berenjena rellena,Pollo al horno,Sorbete
1,12,12.3,0,1,19,Grill,Business,Nachos con queso,Costillas BBQ,Cheesecake
1,12,12.3,0,1,20,Italian,Business,Minestrone,Pizza Margarita,Gelato
2,12,11.8,0,1,1,Grill,Gourmet,Champiñones,Costillas BBQ,Tarta de manzana
2,12,11.8,0,1,2,Spanish,Traditional,Lentejas estofadas,Carrilleras al vino,Arroz con leche
2,12,11.8,0,1,3,Italian,Business,Tortellini nata,Risotto de setas,Panna Cotta
2,12,11.8,0,1,4,Italian,Business,Ravioli boloñesa,Risotto de setas,Gelato
2,12,11.8,0,1,5,Italian,Gourmet,Tortellini nata,Lasagna,Profiteroles
2,12,11.8,0,1,6,Mediterranean,Traditional,Berenjena rellena,Pollo al horno,Sorbete
2,12,11.8,0,1,7,Spanish,Family,Lentejas estofadas,Carrilleras al vino,Flan
2,12,11.8,0,1,8,Mediterranean,Family,Falafel,Salmón plancha,Macedonia
2,12,11.8,0,1,9,Italian,Traditional,Tortellini nata,Escalope Milanese,Panna Cotta
2,12,11.8,0,1,10,Mediterranean,Gourmet,Sopa de marisco,Pollo al horno,Fruta
2,12,11.8,0,1,11,Italian,Traditional,Minestrone,Lasagna,Panna Cotta
2,12,11.8,0,1,12,Mediterranean,Traditional,Crema de calabacín,Pollo al horno,Sorbete
2,12,11.8,0,1,13,Grill,Gourmet,Alitas BBQ,Entrecot,Tarta de manzana
2,12,11.8,0,1,14,Spanish,Traditional,Potaje de garbanzos,Carrilleras al vino,Arroz con leche
2,12,11.8,0,1,15,Spanish,Business,Sopa castellana,Merluza a la romana,Flan
2,12,11.8,0,1,16,Grill,Traditional,Alitas BBQ,Secreto Ibérico,Cheesecake
2,12,11.8,0,1,17,Mediterranean,Traditional,Falafel,Lubina,Macedonia
2,12,11.8,0,1,18,Mediterranean,Business,Falafel,Brochetas de pavo,Macedonia
2,12,11.8,0,1,19,Grill,Business,Champiñones,Secreto Ibérico,Cheesecake
2,12,11.8,0,1,20,Italian,Business,Minestrone,Pizza Margarita,Gelato
3,12,5.6,0,1,1,Grill,Gourmet,Alitas BBQ,Entrecot,Tarta de manzana
3,12,5.6,0,1,2,Spanish,Traditional,Paella Valenciana,Merluza a la romana,Arroz con leche
3,12,5.6,0,1,3,Italian,Business,Tortellini nata,Lasagna,Tiramisú
3,12,5.6,0,1,4,Italian,Business,Ravioli boloñesa,Lasagna,Gelato
3,12,5.6,0,1,5,Italian,Gourmet,Tortellini nata,Risotto de setas,Profiteroles
3,12,5.6,0,1,6,Mediterranean,Traditional,Sopa de marisco,Pollo al horno,Macedonia
3,12,5.6,0,1,7,Spanish,Family,Paella Valenciana,Carrilleras al vino,Flan
3,12,5.6,0,1,8,Mediterranean,Family,Falafel,Salmón plancha,Sorbete
3,12,5.6,0,1,9,Italian,Traditional,Ravioli boloñesa,Escalope Milanese,Panna Cotta
3,12,5.6,0,1,10,Mediterranean,Gourmet,Falafel,Pollo al horno,Yogur con miel
3,12,5.6,0,1,11,Italian,Traditional,Tortellini nata,Risotto de setas,Panna Cotta
3,12,5.6,0,1,12,Mediterranean,Traditional,Falafel,Brochetas de pavo,Sorbete
3,12,5.6,0,1,13,Grill,Gourmet,Champiñones,Entrecot,Tarta de manzana
3,12,5.6,0,1,14,Spanish,Traditional,Paella Valenciana,Tortilla de patata,Flan
3,12,5.6,0,1,15,Spanish,Business,Paella Valenciana,Merluza a la romana,Fruta
3,12,5.6,0,1,16,Grill,Traditional,Sopa de cebolla,Hamburguesa Gourmet,Batido
3,12,5.6,0,1,17,Mediterranean,Traditional,Falafel,Lubina,Sorbete
3,12,5.6,0,1,18,Mediterranean,Business,Berenjena rellena,Brochetas de pavo,Yogur con miel
3,12,5.6,0,1,19,Grill,Business,Nachos con queso,Secreto Ibérico,Brownie
3,12,5.6,0,1,20,Italian,Business,Tortellini nata,Pizza Margarita,Tiramisú
4,12,3.5,0,0,1,Grill,Gourmet,Champiñones,Costillas BBQ,Tarta de manzana
4,12,3.5,0,0,2,Spanish,Traditional,Lentejas estofadas,Merluza a la romana,Arroz con leche
4,12,3.5,0,0,3,Italian,Business,Tortellini nata,Escalope Milanese,Tiramisú
4,12,3.5,0,0,4,Italian,Business,Ravioli boloñesa,Risotto de setas,Gelato
4,12,3.5,0,0,5,Italian,Gourmet,Tortellini nata,Lasagna,Panna Cotta
4,12,3.5,0,0,6,Mediterranean,Traditional,Berenjena rellena,Pollo al horno,Macedonia
4,12,3.5,0,0,7,Spanish,Family,Crema de verduras,Carrilleras al vino,Flan
4,12,3.5,0,0,8,Mediterranean,Family,Crema de calabacín,Salmón plancha,Fruta
4,12,3.5,0,0,9,Italian,Traditional,Minestrone,Escalope Milanese,Panna Cotta
4,12,3.5,0,0,10,Mediterranean,Gourmet,Sopa de marisco,Pollo al horno,Sorbete
4,12,3.5,0,0,11,Italian,Traditional,Tortellini nata,Pizza Margarita,Gelato
4,12,3.5,0,0,12,Mediterranean,Traditional,Crema de calabacín,Lubina,Macedonia
4,12,3.5,0,0,13,Grill,Gourmet,Champiñones,Hamburguesa Gourmet,Cheesecake
4,12,3.5,0,0,14,Spanish,Traditional,Potaje de garbanzos,Filete de ternera,Natillas
4,12,3.5,0,0,15,Spanish,Business,Lentejas estofadas,Merluza a la romana,Fruta
4,12,3.5,0,0,16,Grill,Traditional,Alitas BBQ,Secreto Ibérico,Batido
4,12,3.5,0,0,17,Mediterranean,Traditional,Falafel,Lubina,Sorbete
4,12,3.5,0,0,18,Mediterranean,Business,Berenjena rellena,Lubina,Macedonia
4,12,3.5,0,0,19,Grill,Business,Nachos con queso,Hamburguesa Gourmet,Tarta de manzana
4,12,3.5,0,0,20,Italian,Business,Minestrone,Risotto de setas,Gelato
5,12,4.1,0,0,1,Grill,Gourmet,Sopa de cebolla,Costillas BBQ,Tarta de manzana
5,12,4.1,0,0,2,Spanish,Traditional,Crema de verduras,Filete de ternera,Flan
5,12,4.1,0,0,3,Italian,Business,Tortellini nata,Lasagna,Gelato
5,12,4.1,0,0,4,Italian,Business,Ravioli boloñesa,Risotto de setas,Tiramisú
5,12,4.1,0,0,5,Italian,Gourmet,Sopa de tomate,Risotto de setas,Profiteroles
5,12,4.1,0,0,6,Mediterranean,Traditional,Falafel,Pollo al horno,Sorbete
5,12,4.1,0,0,7,Spanish,Family,Crema de verduras,Carrilleras al vino,Arroz con leche
5,12,4.1,0,0,8,Mediterranean,Family,Berenjena rellena,Salmón plancha,Yogur con miel
5,12,4.1,0,0,9,Italian,Traditional,Tortellini nata,Escalope Milanese,Gelato
5,12,4.1,0,0,10,Mediterranean,Gourmet,Crema de calabacín,Lubina,Fruta
5,12,4.1,0,0,11,Italian,Traditional,Sopa de tomate,Pizza Margarita,Panna Cotta
5,12,4.1,0,0,12,Mediterranean,Traditional,Berenjena rellena,Salmón plancha,Macedonia
5,12,4.1,0,0,13,Grill,Gourmet,Champiñones,Secreto Ibérico,Brownie
5,12,4.1,0,0,14,Spanish,Traditional,Potaje de garbanzos,Filete de ternera,Arroz con leche
5,12,4.1,0,0,15,Spanish,Business,Crema de verduras,Merluza a la romana,Fruta
5,12,4.1,0,0,16,Grill,Traditional,Sopa de cebolla,Costillas BBQ,Batido
5,12,4.1,0,0,17,Mediterranean,Traditional,Falafel,Lubina,Sorbete
5,12,4.1,0,0,18,Mediterranean,Business,Crema de calabacín,Pollo al horno,Sorbete
5,12,4.1,0,0,19,Grill,Business,Nachos con queso,Secreto Ibérico,Brownie
5,12,4.1,0,0,20,Italian,Business,Sopa de tomate,Pizza Margarita,Panna Cotta
6,12,-1.0,0,0,1,Grill,Gourmet,Champiñones,Costillas BBQ,Tarta de manzana
6,12,-1.0,0,0,2,Spanish,Traditional,Potaje de garbanzos,Merluza a la romana,Arroz con leche
6,12,-1.0,0,0,3,Italian,Business,Tortellini nata,Lasagna,Tiramisú
6,12,-1.0,0,0,4,Italian,Business,Sopa de tomate,Risotto de setas,Panna Cotta
6,12,-1.0,0,0,5,Italian,Gourmet,Minestrone,Lasagna,Profiteroles
6,12,-1.0,0,0,6,Mediterranean,Traditional,Crema de calabacín,Pollo al horno,Macedonia
6,12,-1.0,0,0,7,Spanish,Family,Crema de verduras,Carrilleras al vino,Flan
6,12,-1.0,0,0,8,Mediterranean,Family,Falafel,Salmón plancha,Yogur con miel
6,12,-1.0,0,0,9,Italian,Traditional,Sopa de tomate,Pizza Margarita,Panna Cotta
6,12,-1.0,0,0,10,Mediterranean,Gourmet,Sopa de marisco,Lubina,Fruta
6,12,-1.0,0,0,11,Italian,Traditional,Tortellini nata,Risotto de setas,Tiramisú
6,12,-1.0,0,0,12,Mediterranean,Traditional,Berenjena rellena,Pollo al horno,Sorbete
6,12,-1.0,0,0,13,Grill,Gourmet,Champiñones,Entrecot,Cheesecake
6,12,-1.0,0,0,14,Spanish,Traditional,Potaje de garbanzos,Merluza a la romana,Arroz con leche
6,12,-1.0,0,0,15,Spanish,Business,Sopa castellana,Carrilleras al vino,Fruta
6,12,-1.0,0,0,16,Grill,Traditional,Sopa de cebolla,Costillas BBQ,Tarta de manzana
6,12,-1.0,0,0,17,Mediterranean,Traditional,Berenjena rellena,Lubina,Sorbete
6,12,-1.0,0,0,18,Mediterranean,Business,Crema de calabacín,Brochetas de pavo,Fruta
6,12,-1.0,0,0,19,Grill,Business,Sopa de cebolla,Secreto Ibérico,Brownie
6,12,-1.0,0,0,20,Italian,Business,Minestrone,Lasagna,Panna Cotta
0,12,9.9,1,1,1,Grill,Gourmet,Champiñones,Costillas BBQ,Cheesecake
0,12,9.9,1,1,2,Spanish,Traditional,Potaje de garbanzos,Merluza a la romana,Arroz con leche
0,12,9.9,1,1,3,Italian,Business,Tortellini nata,Lasagna,Tiramisú
0,12,9.9,1,1,4,Italian,Business,Ravioli boloñesa,Escalope Milanese,Profiteroles
0,12,9.9,1,1,5,Italian,Gourmet,Tortellini nata,Lasagna,Profiteroles
0,12,9.9,1,1,6,Mediterranean,Traditional,Crema de calabacín,Brochetas de pavo,Macedonia
0,12,9.9,1,1,7,Spanish,Family,Potaje de garbanzos,Carrilleras al vino,Natillas
0,12,9.9,1,1,8,Mediterranean,Family,Crema de calabacín,Salmón plancha,Yogur con miel
0,12,9.9,1,1,9,Italian,Traditional,Tortellini nata,Escalope Milanese,Tiramisú
0,12,9.9,1,1,10,Mediterranean,Gourmet,Sopa de marisco,Brochetas de pavo,Sorbete
0,12,9.9,1,1,11,Italian,Traditional,Ravioli boloñesa,Escalope Milanese,Panna Cotta
0,12,9.9,1,1,12,Mediterranean,Traditional,Falafel,Brochetas de pavo,Sorbete
0,12,9.9,1,1,13,Grill,Gourmet,Nachos con queso,Costillas BBQ,Cheesecake
0,12,9.9,1,1,14,Spanish,Traditional,Potaje de garbanzos,Filete de ternera,Arroz con leche
0,12,9.9,1,1,15,Spanish,Business,Crema de verduras,Merluza a la romana,Fruta
0,12,9.9,1,1,16,Grill,Traditional,Sopa de cebolla,Secreto Ibérico,Brownie
0,12,9.9,1,1,17,Mediterranean,Traditional,Berenjena rellena,Lubina,Sorbete
0,12,9.9,1,1,18,Mediterranean,Business,Berenjena rellena,Brochetas de pavo,Macedonia
0,12,9.9,1,1,19,Grill,Business,Nachos con queso,Hamburguesa Gourmet,Brownie
0,12,9.9,1,1,20,Italian,Business,Tortellini nata,Pizza Margarita,Gelato
1,12,3.8,0,1,1,Grill,Gourmet,Champiñones,Costillas BBQ,Tarta de manzana
1,12,3.8,0,1,2,Spanish,Traditional,Potaje de garbanzos,Merluza a la romana,Arroz con leche
1,12,3.8,0,1,3,Italian,Business,Minestrone,Risotto de setas,Tiramisú
1,12,3.8,0,1,4,Italian,Business,Ravioli boloñesa,Risotto de setas,Tiramisú
1,12,3.8,0,1,5,Italian,Gourmet,Tortellini nata,Lasagna,Profiteroles
1,12,3.8,0,1,6,Mediterranean,Traditional,Berenjena rellena,Pollo al horno,Yogur con miel
1,12,3.8,0,1,7,Spanish,Family,Potaje de garbanzos,Carrilleras al vino,Flan
1,12,3.8,0,1,8,Mediterranean,Family,Berenjena rellena,Salmón plancha,Fruta
1,12,3.8,0,1,9,Italian,Traditional,Tortellini nata,Escalope Milanese,Panna Cotta
1,12,3.8,0,1,10,Mediterranean,Gourmet,Crema de calabacín,Pollo al horno,Fruta
1,12,3.8,0,1,11,Italian,Traditional,Minestrone,Escalope Milanese,Panna Cotta
1,12,3.8,0,1,12,Mediterranean,Traditional,Falafel,Brochetas de pavo,Sorbete
1,12,3.8,0,1,13,Grill,Gourmet,Champiñones,Entrecot,Brownie
1,12,3.8,0,1,14,Spanish,Traditional,Potaje de garbanzos,Filete de ternera,Arroz con leche
1,12,3.8,0,1,15,Spanish,Business,Crema de verduras,Merluza a la romana,Fruta
1,12,3.8,0,1,16,Grill,Traditional,Champiñones,Costillas BBQ,Cheesecake
1,12,3.8,0,1,17,Mediterranean,Traditional,Falafel,Pollo al horno,Sorbete
1,12,3.8,0,1,18,Mediterranean,Business,Berenjena rellena,Brochetas de pavo,Macedonia
1,12,3.8,0,1,19,Grill,Business,Champiñones,Hamburguesa Gourmet,Tarta de manzana
1,12,3.8,0,1,20,Italian,Business,Ravioli boloñesa,Pizza Margarita,Profiteroles
2,12,4.1,0,1,1,Grill,Gourmet,Champiñones,Costillas BBQ,Brownie
2,12,4.1,0,1,2,Spanish,Traditional,Potaje de garbanzos,Filete de ternera,Arroz con leche
2,12,4.1,0,1,3,Italian,Business,Tortellini nata,Lasagna,Tiramisú
2,12,4.1,0,1,4,Italian,Business,Ravioli boloñesa,Risotto de setas,Gelato
2,12,4.1,0,1,5,Italian,Gourmet,Tortellini nata,Lasagna,Profiteroles
2,12,4.1,0,1,6,Mediterranean,Traditional,Crema de calabacín,Pollo al horno,Yogur con miel
2,12,4.1,0,1,7,Spanish,Family,Crema de verduras,Carrilleras al vino,Flan
2,12,4.1,0,1,8,Mediterranean,Family,Sopa de marisco,Salmón plancha,Fruta
2,12,4.1,0,1,9,Italian,Traditional,Tortellini nata,Pizza Margarita,Tiramisú
2,12,4.1,0,1,10,Mediterranean,Gourmet,Falafel,Pollo al horno,Fruta
2,12,4.1,0,1,11,Italian,Traditional,Minestrone,Pizza Margarita,Tiramisú
2,12,4.1,0,1,12,Mediterranean,Traditional,Sopa de marisco,Lubina,Yogur con miel
2,12,4.1,0,1,13,Grill,Gourmet,Alitas BBQ,Entrecot,Cheesecake
2,12,4.1,0,1,14,Spanish,Traditional,Potaje de garbanzos,Carrilleras al vino,Arroz con leche
2,12,4.1,0,1,15,Spanish,Business,Potaje de garbanzos,Filete de ternera,Fruta
2,12,4.1,0,1,16,Grill,Traditional,Alitas BBQ,Secreto Ibérico,Batido
2,12,4.1,0,1,17,Mediterranean,Traditional,Crema de calabacín,Lubina,Sorbete
2,12,4.1,0,1,18,Mediterranean,Business,Sopa de marisco,Brochetas de pavo,Yogur con miel
2,12,4.1,0,1,19,Grill,Business,Champiñones,Secreto Ibérico,Brownie
2,12,4.1,0,1,20,Italian,Business,Minestrone,Pizza Margarita,Gelato
3,12,12.0,0,1,1,Grill,Gourmet,Champiñones,Costillas BBQ,Tarta de manzana
3,12,12.0,0,1,2,Spanish,Traditional,Paella Valenciana,Merluza a la romana,Fruta
3,12,12.0,0,1,3,Italian,Business,Minestrone,Pizza Margarita,Gelato
3,12,12.0,0,1,4,Italian,Business,Sopa de tomate,Lasagna,Profiteroles
3,12,12.0,0,1,5,Italian,Gourmet,Tortellini nata,Lasagna,Gelato
3,12,12.0,0,1,6,Mediterranean,Traditional,Berenjena rellena,Pollo al horno,Macedonia
3,12,12.0,0,1,7,Spanish,Family,Paella Valenciana,Merluza a la romana,Flan
3,12,12.0,0,1,8,Mediterranean,Family,Falafel,Salmón plancha,Fruta
3,12,12.0,0,1,9,Italian,Traditional,Tortellini nata,Escalope Milanese,Panna Cotta
3,12,12.0,0,1,10,Mediterranean,Gourmet,Berenjena rellena,Pollo al horno,Fruta
3,12,12.0,0,1,11,Italian,Traditional,Sopa de tomate,Pizza Margarita,Panna Cotta
3,12,12.0,0,1,12,Mediterranean,Traditional,Falafel,Brochetas de pavo,Sorbete
3,12,12.0,0,1,13,Grill,Gourmet,Nachos con queso,Entrecot,Cheesecake
3,12,12.0,0,1,14,Spanish,Traditional,Paella Valenciana,Tortilla de patata,Arroz con leche
3,12,12.0,0,1,15,Spanish,Business,Paella Valenciana,Merluza a la romana,Natillas
3,12,12.0,0,1,16,Grill,Traditional,Nachos con queso,Entrecot,Brownie
3,12,12.0,0,1,17,Mediterranean,Traditional,Falafel,Pollo al horno,Sorbete
3,12,12.0,0,1,18,Mediterranean,Business,Falafel,Lubina,Sorbete
3,12,12.0,0,1,19,Grill,Business,Champiñones,Secreto Ibérico,Cheesecake
3,12,12.0,0,1,20,Italian,Business,Tortellini nata,Lasagna,Gelato
4,12,3.1,0,0,1,Grill,Gourmet,Champiñones,Costillas BBQ,Tarta de manzana
4,12,3.1,0,0,2,Spanish,Traditional,Potaje de garbanzos,Merluza a la romana,Flan
4,12,3.1,0,0,3,Italian,Business,Ravioli boloñesa,Lasagna,Tiramisú
4,12,3.1,0,0,4,Italian,Business,Sopa de tomate,Pizza Margarita,Gelato
4,12,3.1,0,0,5,Italian,Gourmet,Sopa de tomate,Lasagna,Gelato
4,12,3.1,0,0,6,Mediterranean,Traditional,Berenjena rellena,Pollo al horno,Macedonia
4,12,3.1,0,0,7,Spanish,Family,Sopa castellana,Carrilleras al vino,Arroz con leche
4,12,3.1,0,0,8,Mediterranean,Family,Berenjena rellena,Salmón plancha,Yogur con miel
4,12,3.1,0,0,9,Italian,Traditional,Tortellini nata,Lasagna,Profiteroles
4,12,3.1,0,0,10,Mediterranean,Gourmet,Berenjena rellena,Pollo al horno,Fruta
4,12,3.1,0,0,11,Italian,Traditional,Ravioli boloñesa,Risotto de setas,Panna Cotta
4,12,3.1,0,0,12,Mediterranean,Traditional,Falafel,Brochetas de pavo,Yogur con miel
4,12,3.1,0,0,13,Grill,Gourmet,Sopa de cebolla,Entrecot,Batido
4,12,3.1,0,0,14,Spanish,Traditional,Crema de verduras,Filete de ternera,Arroz con leche
4,12,3.1,0,0,15,Spanish,Business,Potaje de garbanzos,Merluza a la romana,Fruta
4,12,3.1,0,0,16,Grill,Traditional,Sopa de cebolla,Secreto Ibérico,Tarta de manzana
4,12,3.1,0,0,17,Mediterranean,Traditional,Falafel,Pollo al horno,Sorbete
4,12,3.1,0,0,18,Mediterranean,Business,Sopa de marisco,Lubina,Macedonia
4,12,3.1,0,0,19,Grill,Business,Champiñones,Costillas BBQ,Tarta de manzana
4,12,3.1,0,0,20,Italian,Business,Sopa de tomate,Pizza Margarita,Gelato
5,12,7.6,0,0,1,Grill,Gourmet,Champiñones,Costillas BBQ,Tarta de manzana
5,12,7.6,0,0,2,Spanish,Traditional,Sopa castellana,Merluza a la romana,Arroz con leche
5,12,7.6,0,0,3,Italian,Business,Tortellini nata,Lasagna,Tiramisú
5,12,7.6,0,0,4,Italian,Business,Ravioli boloñesa,Risotto de setas,Gelato
5,12,7.6,0,0,5,Italian,Gourmet,Minestrone,Lasagna,Profiteroles
5,12,7.6,0,0,6,Mediterranean,Traditional,Sopa de marisco,Pollo al horno,Macedonia
5,12,7.6,0,0,7,Spanish,Family,Lentejas estofadas,Carrilleras al vino,Flan
5,12,7.6,0,0,8,Mediterranean,Family,Sopa de marisco,Salmón plancha,Yogur con miel
5,12,7.6,0,0,9,Italian,Traditional,Tortellini nata,Escalope Milanese,Panna Cotta
5,12,7.6,0,0,10,Mediterranean,Gourmet,Crema de calabacín,Pollo al horno,Yogur con miel
5,12,7.6,0,0,11,Italian,Traditional,Sopa de tomate,Pizza Margarita,Gelato
5,12,7.6,0,0,12,Mediterranean,Traditional,Falafel,Brochetas de pavo,Macedonia
5,12,7.6,0,0,13,Grill,Gourmet,Alitas BBQ,Entrecot,Cheesecake
5,12,7.6,0,0,14,Spanish,Traditional,Potaje de garbanzos,Filete de ternera,Arroz con leche
5,12,7.6,0,0,15,Spanish,Business,Sopa castellana,Merluza a la romana,Natillas
5,12,7.6,0,0,16,Grill,Traditional,Alitas BBQ,Secreto Ibérico,Brownie
5,12,7.6,0,0,17,Mediterranean,Traditional,Falafel,Lubina,Sorbete
5,12,7.6,0,0,18,Mediterranean,Business,Berenjena rellena,Salmón plancha,Macedonia
5,12,7.6,0,0,19,Grill,Business,Nachos con queso,Secreto Ibérico,Cheesecake
5,12,7.6,0,0,20,Italian,Business,Ravioli boloñesa,Pizza Margarita,Profiteroles
6,12,5.7,0,0,1,Grill,Gourmet,Champiñones,Costillas BBQ,Tarta de manzana
6,12,5.7,0,0,2,Spanish,Traditional,Crema de verduras,Carrilleras al vino,Arroz con leche
6,12,5.7,0,0,3,Italian,Business,Minestrone,Lasagna,Gelato
6,12,5.7,0,0,4,Italian,Business,Ravioli boloñesa,Risotto de setas,Gelato
6,12,5.7,0,0,5,Italian,Gourmet,Tortellini nata,Pizza Margarita,Profiteroles
6,12,5.7,0,0,6,Mediterranean,Traditional,Crema de calabacín,Pollo al horno,Macedonia
6,12,5.7,0,0,7,Spanish,Family,Lentejas estofadas,Carrilleras al vino,Fruta
6,12,5.7,0,0,8,Mediterranean,Family,Falafel,Salmón plancha,Yogur con miel
6,12,5.7,0,0,9,Italian,Traditional,Tortellini nata,Escalope Milanese,Panna Cotta
6,12,5.7,0,0,10,Mediterranean,Gourmet,Crema de calabacín,Pollo al horno,Fruta
6,12,5.7,0,0,11,Italian,Traditional,Ravioli boloñesa,Pizza Margarita,Panna Cotta
6,12,5.7,0,0,12,Mediterranean,Traditional,Falafel,Brochetas de pavo,Yogur con miel
6,12,5.7,0,0,13,Grill,Gourmet,Alitas BBQ,Entrecot,Cheesecake
6,12,5.7,0,0,14,Spanish,Traditional,Sopa castellana,Tortilla de patata,Arroz con leche
6,12,5.7,0,0,15,Spanish,Business,Potaje de garbanzos,Merluza a la romana,Natillas
6,12,5.7,0,0,16,Grill,Traditional,Nachos con queso,Hamburguesa Gourmet,Brownie
6,12,5.7,0,0,17,Mediterranean,Traditional,Falafel,Salmón plancha,Yogur con miel
6,12,5.7,0,0,18,Mediterranean,Business,Sopa de marisco,Brochetas de pavo,Macedonia
6,12,5.7,0,0,19,Grill,Business,Alitas BBQ,Secreto Ibérico,Brownie
6,12,5.7,0,0,20,Italian,Business,Tortellini nata,Risotto de setas,Panna Cotta
0,1,7.3,1,1,1,Grill,Gourmet,Nachos con queso,Costillas BBQ,Tarta de manzana
0,1,7.3,1,1,2,Spanish,Traditional,Potaje de garbanzos,Merluza a la romana,Arroz con leche
0,1,7.3,1,1,3,Italian,Business,Tortellini nata,Risotto de setas,Gelato
